time,open,high,low,close,volume
2025-08-28 04:16:50.562014,101.89606958959723,100.90382064213685,100.19429464173268,100.49671415301123,620
2025-08-28 04:17:50.562014,101.28308353475282,100.42445969598029,99.7950414873562,100.35844985184005,720
2025-08-28 04:18:50.562014,101.06576875986092,101.35495892391022,100.20233349945727,101.00613838994074,236
2025-08-28 04:19:50.562014,101.88223146864318,102.64016634514007,102.39201975819601,102.52916824634876,253
2025-08-28 04:20:50.562014,102.99323818523902,103.10325008163464,101.71431578707114,102.29501487162543,487
2025-08-28 04:21:50.562014,102.45436330009801,103.00856594064072,101.5553691542864,102.06087791467625,308
2025-08-28 04:22:50.562014,104.53528395021138,103.71240720544158,103.49601194417045,103.64009073018364,371
2025-08-28 04:23:50.562014,105.04269726101852,105.36264066662825,103.78352697380757,104.40752545933655,242
2025-08-28 04:24:50.562014,104.98760378872093,104.46062767273834,103.66441065554082,103.9380510734016,710
2025-08-28 04:25:50.562014,103.945375905427,104.78017679494144,103.99277679844354,104.48061111698756,988
2025-08-28 04:26:50.562014,105.33458748980944,104.09405549945127,103.93492109989805,104.0171934241751,919
2025-08-28 04:27:50.562014,103.74906327529725,104.05208793867527,103.09187961339123,103.55146367060485,168
2025-08-28 04:28:50.562014,105.86868681479613,104.58794148666162,103.48696247412805,103.79342594217087,346
2025-08-28 04:29:50.562014,101.19095787942351,102.58723217477977,101.05776448632771,101.88014569751307,360
2025-08-28 04:30:50.562014,101.89119166816529,100.20545387646402,100.09824913800267,100.15522786500004,887
2025-08-28 04:31:50.562014,99.79085111922171,99.66584217112697,99.17433306084074,99.59294033575907,178
2025-08-28 04:32:50.562014,97.9286912118102,98.9829824980573,98.12167779129322,98.58010921542466,757
2025-08-28 04:33:50.562014,98.41047071396561,99.18964704206788,98.1693504717208,98.89435654801993,722
2025-08-28 04:34:50.562014,97.6659851643044,98.21871679555477,97.4120448974085,97.98633247249872,869
2025-08-28 04:35:50.562014,96.99819471756534,96.85503327007214,95.90681643396924,96.57402877116343,704
2025-08-28 04:36:50.562014,98.56251302812048,98.84316028338186,97.26262825443322,98.03967754008498,624
2025-08-28 04:37:50.562014,97.24020123565985,98.7431292932303,96.95169826594025,97.81390123959844,871
2025-08-28 04:38:50.562014,97.85707485202539,98.28653213881394,97.5675539475639,97.88142944428637,720
2025-08-28 04:39:50.562014,98.59895161668477,97.3627922602054,95.918658552709,96.4566812580729,429
2025-08-28 04:40:50.562014,97.63984170364844,96.23379423479561,95.07219045510853,95.91229853354773,288
2025-08-28 04:41:50.562014,96.45954479293162,96.49965810960137,95.03376999229253,96.02322112325758,194
2025-08-28 04:42:50.562014,94.9102310240035,95.09825654365129,93.98270823479152,94.87222754583529,716
2025-08-28 04:43:50.562014,95.36795689089922,95.88840160635681,94.87645830155658,95.24792556418096,107
2025-08-28 04:44:50.562014,95.26080484699257,95.62626798943695,94.4521203570435,94.64728687426215,166
2025-08-28 04:45:50.562014,93.33280055927048,94.95908622051226,93.8662005870623,94.35559312446888,595
2025-08-28 04:46:50.562014,93.49650997481614,94.11170059635302,93.01224506040343,93.75388651223948,290
2025-08-28 04:47:50.562014,93.93758062287083,96.25398214273895,95.11359562599513,95.60616469674842,465
2025-08-28 04:48:50.562014,95.99189059461577,95.71558815047588,95.10948660869683,95.59266747201049,867
2025-08-28 04:49:50.562014,95.18215248275733,95.42361562331999,93.69672612197279,94.53495654305459,620
2025-08-28 04:50:50.562014,94.8743149928584,95.86058540593761,94.99609767609059,95.35750145515777,216
2025-08-28 04:51:50.562014,95.7106445684768,94.5860075472264,93.27686313037512,94.13665780518676,366
2025-08-28 04:52:50.562014,93.11975573718917,94.93138618864502,93.93871659923978,94.3455214001915,710
2025-08-28 04:53:50.562014,90.92147639610191,93.01063513910113,92.05761817063339,92.38585127631173,584
2025-08-28 04:54:50.562014,91.28211704597327,91.12944103363981,90.6036753162136,91.0576652274133,608
2025-08-28 04:55:50.562014,92.30162476589457,91.93714368450581,90.49207950460755,91.25452646328242,397
2025-08-28 04:56:50.562014,93.6769207347357,92.23492472359337,91.86699101541384,91.99299304327783,263
